 ID, companyname, equity_ratio, importance_equity_ratio, liabilities_coverage, importance_liabilities_coverage, operating_profit_margin_to_financial_expense, importance_operating_profit_margin_to_financial_expense, working_capital_to_fixed_assets, importance_working_capital_to_fixed_assets, current_liabilities_by_365_by_cost_of_products_sold, importance_current_liabilities_by_365_by_cost_of_products_sold, operating_expenses_to_total_liabilities, importance_operating_expenses_to_total_liabilities, current_assets_without_inventories_to_liabilities, importance_current_assets_without_inventories_to_liabilities, liability_to_operating_profit_ratio_per_day, importance_liability_to_operating_profit_ratio_per_day, net_profit_to_inventory, importance_net_profit_to_inventory, assets_without_inventories_and_short_term_liabilities_to_sales_without_gross_profit_and_depreciation, importance_assets_without_inventories_and_short_term_liabilities_to_sales_without_gross_profit_and_depreciation, forecast_period, Bankrupt, Risk
167,Company4,0.491932121,0.013675759046485743,-2876.074473,0.059620902497434035,1108.838898,0.2733740302965874,30.05506694,0.02345753214893339,127.6221098,0.01893394984739027,2.746929714,0.051052135674308906,81.28994223,0.2220751305355845,-0.283600301,0.2236106747528468,10.65699739,0.03539795846123495,-0.227643659,0.06710943014055439,3.0,1.0,0.98
168,Company5,0.54109,0.09009896311907731,1198.9,0.15120111005468118,4.1942,0.12517824892964605,0.041303,0.04259597621945671,108.74,0.015345543665839853,1.679,0.07682928552946643,0.828,0.25061125134235346,0.10022,0.11698474047582806,0.62732,0.058239436302758275,0.081387,0.031232800389152944,1.0,0.0,0.03
169,Company6,0.577397711,0.0018124579802506376,1029.107292,0.055537407261823574,13.88024936,0.015466833251998782,0.680815581,0.04202777193099279,88.7303015,0.08929738179672553,4.156422472,0.1827690785117293,36.82387195,0.501462749008283,0.083718279,0.05416903178137831,0.388969409,0.02844733183052383,0.202196346,0.019837753422929726,1.0,1.0,0.77
170,Company7,0.60694,0.04640156630773954,662.83,0.10091036883324948,1108.538693,0.055316573080469895,129.69,0.05686648789945407,52.875,0.023674127748069505,6.9031,0.10511073522227074,88.83571889,0.15503194858336064,7.782184346,0.3685533463349007,14.65164761,0.0464749627976513,0.35661,0.02397171429717925,5.0,0.0,0.07
171,Company8,-0.009044934,0.05840516629819632,-2754.609512,0.018098328797964032,1109.161036,0.6303347267235213,-0.733699086,0.011779575816800248,134.9412889,0.016930864782000975,-0.151000987,0.09732576028313059,0.966005694,0.04178628553579719,-0.390883898,0.085766585849086,-0.80427581,0.02702328572519679,0.442837389,0.006726431222349784,4.0,1.0,1.0
172,Company9,0.3239,0.12795680446140542,3136.1,0.11814153356651164,3.1522,0.060638567174875486,8.4262,0.0282707393687026,145.29,0.044229584690409045,2.488,0.022989074593486255,90.09964933,0.38110678267333026,0.21201,0.08761324813347678,0.10152,0.07164167862625101,0.18348,0.035337430278811886,3.0,0.0,0.25
173,Company10,0.029966,0.02970109988189305,-393800.0,0.03933179752937589,-0.0038124,0.3386640742833506,-0.10238,0.003473784727527218,85.286,0.02476388048206518,-0.00080702,0.2946214850657477,0.17183,0.15189218622440143,1.9271,0.07874890640577865,-0.043942,0.009995008816688203,-0.48392,0.021371791624427122,3.0,0.0,0.0
174,INTI University and Colleges,1.0,0.276865447185171,2.0,0.13583039257228346,3.0,0.06608947015388317,4.0,0.007856398420224701,5.0,0.14482379013797597,6.0,0.0317862425934322,7.0,0.013619754173750487,8.0,0.20010431140244261,9.0,0.04284449643881748,10.0,0.026693127185064013,1.0,0.0,0.12
175,INTI University and Colleges,1.0,0.276865447185171,2.0,0.13583039257228346,3.0,0.06608947015388317,4.0,0.007856398420224701,5.0,0.14482379013797597,6.0,0.0317862425934322,7.0,0.013619754173750487,8.0,0.20010431140244261,9.0,0.04284449643881748,10.0,0.026693127185064013,1.0,0.0,0.12
176,INTI University and Colleges,1.0,0.276865447185171,2.0,0.13583039257228346,3.0,0.06608947015388317,4.0,0.007856398420224701,5.0,0.14482379013797597,6.0,0.0317862425934322,7.0,0.013619754173750487,8.0,0.20010431140244261,9.0,0.04284449643881748,10.0,0.026693127185064013,1.0,0.0,0.12
177,INTI University and Colleges,1.0,0.276865447185171,2.0,0.13583039257228346,3.0,0.06608947015388317,4.0,0.007856398420224701,5.0,0.14482379013797597,6.0,0.0317862425934322,7.0,0.013619754173750487,8.0,0.20010431140244261,9.0,0.04284449643881748,10.0,0.026693127185064013,1.0,0.0,0.12
178,INTI University and Colleges,1.0,0.276865447185171,2.0,0.13583039257228346,3.0,0.06608947015388317,4.0,0.007856398420224701,5.0,0.14482379013797597,6.0,0.0317862425934322,7.0,0.013619754173750487,8.0,0.20010431140244261,9.0,0.04284449643881748,10.0,0.026693127185064013,1.0,0.0,0.12
179,INTI University and Colleges,1.0,0.276865447185171,2.0,0.13583039257228346,3.0,0.06608947015388317,4.0,0.007856398420224701,5.0,0.14482379013797597,6.0,0.0317862425934322,7.0,0.013619754173750487,8.0,0.20010431140244261,9.0,0.04284449643881748,10.0,0.026693127185064013,1.0,0.0,0.12
180,Company1,0.711007285,0.0718989467790937,628.7692955,0.005868286893115252,1107.966014,0.7380641091127118,0.454781497,0.01363784820439141,124.7407651,0.04460208143661148,0.339435728,0.0887731260462444,108.9551876,0.012837127965457136,0.070886978,0.008478330633579423,113.2017917,0.0006595059935652277,0.245534608,0.003888141128555156,2.0,1.0,0.98
181,Company1,0.711007285,0.0718989467790937,628.7692955,0.005868286893115252,1107.966014,0.7380641091127118,0.454781497,0.01363784820439141,124.7407651,0.04460208143661148,0.339435728,0.0887731260462444,108.9551876,0.012837127965457136,0.070886978,0.008478330633579423,113.2017917,0.0006595059935652277,0.245534608,0.003888141128555156,2.0,1.0,0.98
182,Company1,0.711007285,0.0718989467790937,628.7692955,0.005868286893115252,1107.966014,0.7380641091127118,0.454781497,0.01363784820439141,124.7407651,0.04460208143661148,0.339435728,0.0887731260462444,108.9551876,0.012837127965457136,0.070886978,0.008478330633579423,113.2017917,0.0006595059935652277,0.245534608,0.003888141128555156,2.0,1.0,0.98
183,Company1,0.711007285,0.0718989467790937,628.7692955,0.005868286893115252,1107.966014,0.7380641091127118,0.454781497,0.01363784820439141,124.7407651,0.04460208143661148,0.339435728,0.0887731260462444,108.9551876,0.012837127965457136,0.070886978,0.008478330633579423,113.2017917,0.0006595059935652277,0.245534608,0.003888141128555156,2.0,1.0,0.98
184,Company2,-0.366641358,0.049679013733070695,-5314.632283,0.04923661919351149,1108.727537,0.5389082302342769,0.06488042,0.006742330718918958,54.74348457,0.01418408677915889,-0.103288306,0.05137476417578498,0.176492607,0.11006311203503967,-0.80173522,0.10268162665436519,5.580716287,0.020490609646438448,-0.696794249,0.030026526104718846,2.0,1.0,0.96
185,Company3,0.113195608,0.21934747145156017,5293.681943,0.004609628377024426,1.611512993,0.09145973999172127,-0.104187316,0.010037474097935128,103.1321494,0.01040643929662199,3.195168835,0.1790960055170473,12.08313976,0.24771130688744067,0.259932732,0.048900977674594476,0.057417787,0.043285770126328386,-0.018928672,0.07790538789160159,2.0,1.0,0.66
186,Company4,0.491932121,0.013675759046485743,-2876.074473,0.059620902497434035,1108.838898,0.2733740302965874,30.05506694,0.02345753214893339,127.6221098,0.01893394984739027,2.746929714,0.051052135674308906,81.28994223,0.2220751305355845,-0.283600301,0.2236106747528468,10.65699739,0.03539795846123495,-0.227643659,0.06710943014055439,3.0,1.0,0.98
187,Company5,0.54109,0.09009896311907731,1198.9,0.15120111005468118,4.1942,0.12517824892964605,0.041303,0.04259597621945671,108.74,0.015345543665839853,1.679,0.07682928552946643,0.828,0.25061125134235346,0.10022,0.11698474047582806,0.62732,0.058239436302758275,0.081387,0.031232800389152944,1.0,0.0,0.03
188,Company6,0.577397711,0.0018124579802506376,1029.107292,0.055537407261823574,13.88024936,0.015466833251998782,0.680815581,0.04202777193099279,88.7303015,0.08929738179672553,4.156422472,0.1827690785117293,36.82387195,0.501462749008283,0.083718279,0.05416903178137831,0.388969409,0.02844733183052383,0.202196346,0.019837753422929726,1.0,1.0,0.77
189,Company7,0.60694,0.04640156630773954,662.83,0.10091036883324948,1108.538693,0.055316573080469895,129.69,0.05686648789945407,52.875,0.023674127748069505,6.9031,0.10511073522227074,88.83571889,0.15503194858336064,7.782184346,0.3685533463349007,14.65164761,0.0464749627976513,0.35661,0.02397171429717925,5.0,0.0,0.07
190,Company8,-0.009044934,0.05840516629819632,-2754.609512,0.018098328797964032,1109.161036,0.6303347267235213,-0.733699086,0.011779575816800248,134.9412889,0.016930864782000975,-0.151000987,0.09732576028313059,0.966005694,0.04178628553579719,-0.390883898,0.085766585849086,-0.80427581,0.02702328572519679,0.442837389,0.006726431222349784,4.0,1.0,1.0
191,Company9,0.3239,0.12795680446140542,3136.1,0.11814153356651164,3.1522,0.060638567174875486,8.4262,0.0282707393687026,145.29,0.044229584690409045,2.488,0.022989074593486255,90.09964933,0.38110678267333026,0.21201,0.08761324813347678,0.10152,0.07164167862625101,0.18348,0.035337430278811886,3.0,0.0,0.25
192,Company10,0.029966,0.02970109988189305,-393800.0,0.03933179752937589,-0.0038124,0.3386640742833506,-0.10238,0.003473784727527218,85.286,0.02476388048206518,-0.00080702,0.2946214850657477,0.17183,0.15189218622440143,1.9271,0.07874890640577865,-0.043942,0.009995008816688203,-0.48392,0.021371791624427122,3.0,0.0,0.0
193,INTI University and Colleges,1.0,0.276865447185171,2.0,0.13583039257228346,3.0,0.06608947015388317,4.0,0.007856398420224701,5.0,0.14482379013797597,6.0,0.0317862425934322,7.0,0.013619754173750487,8.0,0.20010431140244261,9.0,0.04284449643881748,10.0,0.026693127185064013,1.0,0.0,0.12
194,Company1,0.711007285,0.0718989467790937,628.7692955,0.005868286893115252,1107.966014,0.7380641091127118,0.454781497,0.01363784820439141,124.7407651,0.04460208143661148,0.339435728,0.0887731260462444,108.9551876,0.012837127965457136,0.070886978,0.008478330633579423,113.2017917,0.0006595059935652277,0.245534608,0.003888141128555156,2.0,1.0,0.98
195,Company2,-0.366641358,0.049679013733070695,-5314.632283,0.04923661919351149,1108.727537,0.5389082302342769,0.06488042,0.006742330718918958,54.74348457,0.01418408677915889,-0.103288306,0.05137476417578498,0.176492607,0.11006311203503967,-0.80173522,0.10268162665436519,5.580716287,0.020490609646438448,-0.696794249,0.030026526104718846,2.0,1.0,0.96
196,Company3,0.113195608,0.21934747145156017,5293.681943,0.004609628377024426,1.611512993,0.09145973999172127,-0.104187316,0.010037474097935128,103.1321494,0.01040643929662199,3.195168835,0.1790960055170473,12.08313976,0.24771130688744067,0.259932732,0.048900977674594476,0.057417787,0.043285770126328386,-0.018928672,0.07790538789160159,2.0,1.0,0.66
197,Company4,0.491932121,0.013675759046485743,-2876.074473,0.059620902497434035,1108.838898,0.2733740302965874,30.05506694,0.02345753214893339,127.6221098,0.01893394984739027,2.746929714,0.051052135674308906,81.28994223,0.2220751305355845,-0.283600301,0.2236106747528468,10.65699739,0.03539795846123495,-0.227643659,0.06710943014055439,3.0,1.0,0.98
198,Company5,0.54109,0.09009896311907731,1198.9,0.15120111005468118,4.1942,0.12517824892964605,0.041303,0.04259597621945671,108.74,0.015345543665839853,1.679,0.07682928552946643,0.828,0.25061125134235346,0.10022,0.11698474047582806,0.62732,0.058239436302758275,0.081387,0.031232800389152944,1.0,0.0,0.03
199,Company6,0.577397711,0.0018124579802506376,1029.107292,0.055537407261823574,13.88024936,0.015466833251998782,0.680815581,0.04202777193099279,88.7303015,0.08929738179672553,4.156422472,0.1827690785117293,36.82387195,0.501462749008283,0.083718279,0.05416903178137831,0.388969409,0.02844733183052383,0.202196346,0.019837753422929726,1.0,1.0,0.77
200,Company7,0.60694,0.04640156630773954,662.83,0.10091036883324948,1108.538693,0.055316573080469895,129.69,0.05686648789945407,52.875,0.023674127748069505,6.9031,0.10511073522227074,88.83571889,0.15503194858336064,7.782184346,0.3685533463349007,14.65164761,0.0464749627976513,0.35661,0.02397171429717925,5.0,0.0,0.07
201,Company8,-0.009044934,0.05840516629819632,-2754.609512,0.018098328797964032,1109.161036,0.6303347267235213,-0.733699086,0.011779575816800248,134.9412889,0.016930864782000975,-0.151000987,0.09732576028313059,0.966005694,0.04178628553579719,-0.390883898,0.085766585849086,-0.80427581,0.02702328572519679,0.442837389,0.006726431222349784,4.0,1.0,1.0
202,Company9,0.3239,0.12795680446140542,3136.1,0.11814153356651164,3.1522,0.060638567174875486,8.4262,0.0282707393687026,145.29,0.044229584690409045,2.488,0.022989074593486255,90.09964933,0.38110678267333026,0.21201,0.08761324813347678,0.10152,0.07164167862625101,0.18348,0.035337430278811886,3.0,0.0,0.25
203,Company10,0.029966,0.02970109988189305,-393800.0,0.03933179752937589,-0.0038124,0.3386640742833506,-0.10238,0.003473784727527218,85.286,0.02476388048206518,-0.00080702,0.2946214850657477,0.17183,0.15189218622440143,1.9271,0.07874890640577865,-0.043942,0.009995008816688203,-0.48392,0.021371791624427122,3.0,0.0,0.0
204,INTI University and Colleges,1.0,0.276865447185171,2.0,0.13583039257228346,3.0,0.06608947015388317,4.0,0.007856398420224701,5.0,0.14482379013797597,6.0,0.0317862425934322,7.0,0.013619754173750487,8.0,0.20010431140244261,9.0,0.04284449643881748,10.0,0.026693127185064013,1.0,0.0,0.12
205,Company1,0.711007285,0.0718989467790937,628.7692955,0.005868286893115252,1107.966014,0.7380641091127118,0.454781497,0.01363784820439141,124.7407651,0.04460208143661148,0.339435728,0.0887731260462444,108.9551876,0.012837127965457136,0.070886978,0.008478330633579423,113.2017917,0.0006595059935652277,0.245534608,0.003888141128555156,2.0,1.0,0.98
206,Company2,-0.366641358,0.049679013733070695,-5314.632283,0.04923661919351149,1108.727537,0.5389082302342769,0.06488042,0.006742330718918958,54.74348457,0.01418408677915889,-0.103288306,0.05137476417578498,0.176492607,0.11006311203503967,-0.80173522,0.10268162665436519,5.580716287,0.020490609646438448,-0.696794249,0.030026526104718846,2.0,1.0,0.96
207,Company3,0.113195608,0.21934747145156017,5293.681943,0.004609628377024426,1.611512993,0.09145973999172127,-0.104187316,0.010037474097935128,103.1321494,0.01040643929662199,3.195168835,0.1790960055170473,12.08313976,0.24771130688744067,0.259932732,0.048900977674594476,0.057417787,0.043285770126328386,-0.018928672,0.07790538789160159,2.0,1.0,0.66
208,Company4,0.491932121,0.013675759046485743,-2876.074473,0.059620902497434035,1108.838898,0.2733740302965874,30.05506694,0.02345753214893339,127.6221098,0.01893394984739027,2.746929714,0.051052135674308906,81.28994223,0.2220751305355845,-0.283600301,0.2236106747528468,10.65699739,0.03539795846123495,-0.227643659,0.06710943014055439,3.0,1.0,0.98
209,Company5,0.54109,0.09009896311907731,1198.9,0.15120111005468118,4.1942,0.12517824892964605,0.041303,0.04259597621945671,108.74,0.015345543665839853,1.679,0.07682928552946643,0.828,0.25061125134235346,0.10022,0.11698474047582806,0.62732,0.058239436302758275,0.081387,0.031232800389152944,1.0,0.0,0.03
210,Company6,0.577397711,0.0018124579802506376,1029.107292,0.055537407261823574,13.88024936,0.015466833251998782,0.680815581,0.04202777193099279,88.7303015,0.08929738179672553,4.156422472,0.1827690785117293,36.82387195,0.501462749008283,0.083718279,0.05416903178137831,0.388969409,0.02844733183052383,0.202196346,0.019837753422929726,1.0,1.0,0.77
211,Company7,0.60694,0.04640156630773954,662.83,0.10091036883324948,1108.538693,0.055316573080469895,129.69,0.05686648789945407,52.875,0.023674127748069505,6.9031,0.10511073522227074,88.83571889,0.15503194858336064,7.782184346,0.3685533463349007,14.65164761,0.0464749627976513,0.35661,0.02397171429717925,5.0,0.0,0.07
212,Company8,-0.009044934,0.05840516629819632,-2754.609512,0.018098328797964032,1109.161036,0.6303347267235213,-0.733699086,0.011779575816800248,134.9412889,0.016930864782000975,-0.151000987,0.09732576028313059,0.966005694,0.04178628553579719,-0.390883898,0.085766585849086,-0.80427581,0.02702328572519679,0.442837389,0.006726431222349784,4.0,1.0,1.0
213,Company9,0.3239,0.12795680446140542,3136.1,0.11814153356651164,3.1522,0.060638567174875486,8.4262,0.0282707393687026,145.29,0.044229584690409045,2.488,0.022989074593486255,90.09964933,0.38110678267333026,0.21201,0.08761324813347678,0.10152,0.07164167862625101,0.18348,0.035337430278811886,3.0,0.0,0.25
214,Company10,0.029966,0.02970109988189305,-393800.0,0.03933179752937589,-0.0038124,0.3386640742833506,-0.10238,0.003473784727527218,85.286,0.02476388048206518,-0.00080702,0.2946214850657477,0.17183,0.15189218622440143,1.9271,0.07874890640577865,-0.043942,0.009995008816688203,-0.48392,0.021371791624427122,3.0,0.0,0.0
215,s,1.0,0.23044718542973963,1.0,0.14707598162475194,1.0,0.19212583753766546,1.0,0.025095059185738514,1.0,0.10760922636293703,1.0,0.03625130192633423,1.0,0.12674157607640332,1.0,0.03873534073107864,1.0,0.03411000055286497,1.0,0.01768391353585527,1.0,0.0,0.07
