stock_name,stock_code,address1,address2,city,zip,phone,website,industry,sector,fullTimeEmployees
LYC HEALTHCARE BERHAD,0075,"Podium Block, Plaza VADS","2nd & 3rd Floor No.1, Jalan Tun Mohd Fuad Taman Tun Dr. Ismail",Kuala Lumpur,60000,60377339222,https://www.lychealth.com,Information Technology Services,Technology,
LYSAGHT GALVANIZED STEEL BERHAD,9199,"No 11, Jalan Majistret U1/26",Seksyen U1 Hicom-Glenmarie Industrial Park,Shah Alam,40150,60378804728,https://www.lysaghtgalvanizedsteelbhd.com,Steel,Basic Materials,317.0
M N C WIRELESS BERHAD,0103,"Jaya One,100-3.011","129 Offices No. 72A, Jalan Profesor Diraja Ungku Aziz",Petaling Jaya,46200,60374911880,https://www.mnc.com.my,Telecom Services,Communication Services,
MAA GROUP BERHAD,1198,"No. 566, Jalan Ipoh",13th Floor,Kuala Lumpur,51200,60362568000,https://www.maa.my,Insurance - Diversified,Financial Services,
MAG HOLDINGS BERHAD,0095,"B-3-12, Gateway Corporate Suites",Gateway Kiaramas Jalan Desa Kiara Mont Kiara,Kuala Lumpur,50480,60364191385,https://magholdings.com.my,Farm Products,Consumer Defensive,
MAGNA PRIMA BERHAD,7617,IDCC Corporate Tower,"Lot 4.01, Level 4 Jalan Pahat L 15/L Seksyen 15",Shah Alam,40200,60358804810,https://www.magnaprima.com.my,Real Estate - Development,Real Estate,
MAGNI-TECH INDUSTRIES BERHAD,7087,51-21-A,"Menara BHL Jalan Sultan Ahmad Shah 488-A, Jalan Burmah",Penang,10050,6042108833,https://www.magni-tech.com.my,Apparel Manufacturing,Consumer Cyclical,1005.0
MAGNUM BERHAD,3859,Menara Multi-Purpose,"35th Floor Capital Square No. 8, Jalan Munshi Abdullah",Kuala Lumpur,50100,60326988033,https://www.magnum.my,Gambling,Consumer Cyclical,371.0
MAH SING GROUP BERHAD,8583,Wisma Mah Sing,"Penthouse Suite 1 No. 163, Jalan Sungei Besi",Kuala Lumpur,57100,60392218888,https://www.mahsing.com.my,Real Estate - Development,Real Estate,1403.0
MAJUPERAK HOLDINGS BERHAD,8141,"Aras 1, Bazar Ipoh",Jalan Sultan Nazrin Shah Perak Darul Ridzuan,Ipoh,31350,6052262888,https://www.majuperak.com.my,Real Estate - Diversified,Real Estate,
MALAKOFF CORPORATION BERHAD,5264,Plaza Sentral,Level 12 Block 4 Jalan Stesen Sentral 5,Kuala Lumpur,50470,60322633388,https://www.malakoff.com.my,Utilities - Diversified,Utilities,3113.0
MALAYAN BANKING BERHAD,1155,Menara Maybank,14th Floor 100 Jalan Tun Perak,Kuala Lumpur,50050,60320708833,https://www.maybank.com,Banks - Regional,Financial Services,43000.0
MALAYAN CEMENT BERHAD,3794,Menara YTL,33rd Floor No. 205 Jalan Bukit Bintang,Kuala Lumpur,55100,60320380888,https://ytlcement.my,Building Materials,Basic Materials,
MALAYAN FLOUR MILLS BERHAD,3662,Menara Citibank,"Suite 28.01, Level 28 165 Jalan Ampang",Kuala Lumpur,50450,60321700999,https://www.mfm.com.my,Farm Products,Consumer Defensive,
MALAYAN UNITED INDUSTRIES BERHAD,3891,"No. 189, Jalan Ampang",,Kuala Lumpur,50450,60321451366,https://www.muiglobal.com,Lodging,Consumer Cyclical,
MALAYSIA AIRPORTS HOLDINGS BERHAD,5014,Malaysia Airports Corporate Office,Persiaran Korporat KLIA,Sepang,64000,60387777000,https://www.malaysiaairports.com.my,Airports & Air Services,Industrials,
MALAYSIA BUILDING SOCIETY BERHAD,1171,Menara MBSB Bank,"Level 25 PJ Sentral, Lot 12 Persiaran Barat, Seksyen 52",Petaling Jaya,46200,60320963000,https://www.mbsb.com.my,Banks - Regional,Financial Services,2324.0
MALAYSIA MARINE AND HEAVY ENGINEERING HOLDINGS BERHAD,5186,Menara Dayabumi,Level 31 Jalan Sultan Hishamuddin,Kuala Lumpur,50050,60322730266,https://www.mhb.com.my,Oil & Gas Equipment & Services,Energy,1274.0
MALAYSIA SMELTING CORPORATION BERHAD,5916,"Lot 6, 8 and 9, Jalan Perigi Nanas 6/1",Pulau Indah Industrial Park West Port,Port Klang,42920,60331023083,https://www.msmelt.com,Metal Fabrication,Industrials,1179.0
MALAYSIA STEEL WORKS (KL) BHD,5098,Wisma Masteel,"Lot 29C, Off Jalan Tandang Section 51",Petaling Jaya,46050,60377811611,https://www.masteel.com.my,Steel,Basic Materials,821.0
MALAYSIAN BULK CARRIERS BERHAD,5077,Menara Binjai,"Suite 8.01, Level 8 No 2 Jalan Binjai",Kuala Lumpur,50450,60323867899,https://www.maybulk.com.my,Marine Shipping,Industrials,
MALAYSIAN GENOMICS RESOURCE CENTRE BERHAD,0155,Jalan Teknologi 3/6,8th Floor Taman Sains Selangor 1 Kota Damansara (PJU5),Petaling Jaya,47810,60378900015,https://www.mgrc.com.my,Diagnostics & Research,Healthcare,
MALAYSIAN PACIFIC INDUSTRIES BERHAD,3867,Jalan Lapangan Terbang,Perak Darul Ridzuan,Ipoh,31350,,https://www.mpind.my,Semiconductors,Technology,7617.0
MALAYSIAN RESOURCES CORPORATION BERHAD,1651,Menara Allianz Sentral,"Level 30 No. 203, Jalan Tun Sambanthan Kuala Lumpur Sentral",Kuala Lumpur,50470,60327868080,https://www.mrcb.com.my,Conglomerates,Industrials,
MALPAC HOLDINGS BERHAD,4936,"No. 23, Jalan Kong Sang",2nd Floor,Seremban,70000,6067653816,https://www.malpac.com.my,Farm Products,Consumer Defensive,
MALTON BERHAD,6181,Pavilion Tower,"Level 19 No. 75, Jalan Raja Chulan",Kuala Lumpur,50200,60320882888,https://www.malton.com.my,Real Estate - Development,Real Estate,
MANAGEPAY SYSTEMS BERHAD,0156,Wisma MPSB,Lot 107 – 113 Jalan USJ 21/10,Subang Jaya,47630,60380231880,https://www.managepay.com,Software - Infrastructure,Technology,134.0
MANFORCE GROUP BERHAD,03015,"No.13-02, Jalan PJU 5/20E",Pusat Perdagangan Kota Damansara,Petaling Jaya,47810,60361422222,https://www.manforce.net,Staffing & Employment Services,Industrials,
MANULIFE HOLDINGS BERHAD,1058,Menara Manulife,"16th Floor 6, Jalan Gelenggang Damansara Heights",Kuala Lumpur,50490,60327199228,https://www.manulife.com.my,Insurance - Life,Financial Services,489.0
MARCO HOLDINGS BERHAD,3514,"No. 282, Jalan Raja Laut",29th Floor Menara JKG,Kuala Lumpur,50350,60327758199,https://www.marco-groups.com,Electronics & Computer Distribution,Technology,
MARINE & GENERAL BERHAD,5078,Plaza VADS,"Level 23 No. 1, Jalan Tun Mohd Fuad Taman Tun Dr Ismail",Kuala Lumpur,60000,60377356300,https://www.marine-general.com.my,Oil & Gas Equipment & Services,Energy,81.0
MASTER-PACK GROUP BERHAD,7029,"1574, Jalan Bukit Panchor",,Nibong Tebal,14300,6045931550,https://www.master.net.my,Packaging & Containers,Consumer Cyclical,201.0
MATANG BERHAD,0189,"Menara Multi-Purpose, Capital Square","Unit 39.02 Level 39 8, Jalan Munshi Abdullah",Kuala Lumpur,50100,60326930189,https://www.matangbhd.com,Farm Products,Consumer Defensive,
MATRIX CONCEPTS HOLDINGS BERHAD,5236,"No. 57, Jalan Tun Dr.Ismail",,Seremban,70200,6067922877,https://www.mchb.com.my,Real Estate - Development,Real Estate,
MATRIX PARKING SOLUTION HOLDINGS BERHAD,03019,"Y-BG-02, D’aman Kayangan","No 1, Jalan PJU 1A/41, Ara Jaya",Petaling Jaya,47301,60378061210,https://matrixparking.my,Infrastructure Operations,Industrials,
MAXIM GLOBAL BERHAD,4022,"No. 2D, Jalan SS 6/6",Kelana Jaya,Petaling Jaya,47301,60378037008,https://maximglobal.com.my,Real Estate - Development,Real Estate,
MAXIS BERHAD,6012,Menara Maxis,"Level 5 - 9, 11, 14 - 25, 29 & 30 Kuala Lumpur City Centre Off Jalan Ampang",Kuala Lumpur,50088,60323307000,https://www.maxis.com.my,Telecom Services,Communication Services,3978.0
MBM RESOURCES BHD,5983,"No. 23-01, Menara MBMR","Level 23 1, Jalan Syed Putra",Kuala Lumpur,58000,60322738803,https://www.mbmr.com.my,Auto & Truck Dealerships,Consumer Cyclical,
MCE HOLDINGS BERHAD,7004,"No. 2 & 4, Jalan Waja 7",Kawasan Perindustrian Pandan,Johor Bahru,81100,6073553787,https://multicode.com.my,Auto Parts,Consumer Cyclical,
MCLEAN TECHNOLOGIES BERHAD,0167,2 Woodlands,Sector 1 #01-22,Singapore,738068,6567538077,https://www.mclean.com.sg,Specialty Business Services,Industrials,249.0
MCOM HOLDINGS BERHAD,03022,"NO 2-7 & 3-7, Jalan Puteri 4/6",Bandar Puteri Puchong,Puchong,47100,60351921598,https://www.mcommsg.com,Information Technology Services,Technology,
MCT BERHAD,5182,"Lot C-02, Level 2",SkyPark @ One City Jalan USJ 25/1,Subang Jaya,47650,60351159988,https://www.avaland.com.my,Real Estate—Development,Real Estate,293.0
MEDIA CHINESE INTERNATIONAL LIMITED,5090,Ming Pao Industrial Centre,15th Floor Block A 18 Ka Yip Street,Chai Wan,,85225953111,https://www.mediachinesegroup.com,Publishing,Communication Services,2451.0
MEDIA PRIMA BERHAD,4502,Balai Berita,"Anjung Riong No. 31, Jalan Riong Bangsar",Kuala Lumpur,59100,601300300672,https://www.mediaprima.com.my,Entertainment,Communication Services,
MEGA FIRST CORPORATION BERHAD,3069,"A-12-01, 23 Jalan Barat","Level 12 Block A, PJ8 Seksyen 8",Petaling Jaya,46050,60379608818,https://www.mega-first.com,Utilities—Regulated Electric,Utilities,1106.0
MELATI EHSAN HOLDINGS BERHAD,5129,"No 5, Jalan Titiwangsa",,Kuala Lumpur,53200,60340222177,https://melatiehsan.com.my,Engineering & Construction,Industrials,
MELEWAR INDUSTRIAL GROUP BERHAD,3778,No. 566 Jalan Ipoh,15th Floor,Kuala Lumpur,51200,60362506000,https://www.melewar-mig.com,Steel,Basic Materials,
MENANG CORPORATION (M) BERHAD,1694,Wisma OZ,"No. 11-1, Jalan Kuchai Maju 5 Kuchai Entrepreneurs’ Park Jalan Kuchai Lama",Kuala Lumpur,58200,60379711771,https://www.menangcorporation.com,Real Estate Services,Real Estate,
MENTIGA CORPORATION BERHAD,5223,"No. 26 & 26A, Jalan Putra Square 1",Putra Square,Kuantan,25200,6095173710,https://mentiga.com.my,Lumber & Wood Production,Basic Materials,50.0
MERCURY INDUSTRIES BERHAD,8192,South City Plaza,"Lot G57, Ground Floor Persiaran Serdang Perdana Taman Serdang Perdana Seksyen 1",Seri Kembangan,43300,60389401111,https://www.mercury.com.my,Engineering & Construction,Industrials,
MERIDIAN BERHAD,5040,Plaza 138,Suite 20.08 - 20.09 Jalan Ampang,Kuala Lumpur,50450,60327210288,https://www.meda.com.my,Real Estate—Development,Real Estate,
MESB BERHAD,7234,Lot 1903A,1st Floor Jalan KPB 7 Kawasan Perindustrian Kg. Baru Balakong,Seri Kembangan,43300,60389618818,https://www.mesbbhd.com,Apparel Retail,Consumer Cyclical,
MESINIAGA BERHAD,5011,Menara Mesiniaga,"11th Floor 1A, Jalan SS16/1",Subang Jaya,47500,60356358828,https://www.mesiniaga.com.my,Information Technology Services,Technology,1100.0
MESTRON HOLDINGS BERHAD,0207,Jalan MU 1/9,Seksyen 10 Taman Perindustrian Meranti Utama PT 50102,Puchong,47120,60380691815,https://www.mestron.com.my,Metal Fabrication,Industrials,213.0
META BRIGHT GROUP BERHAD,2097,"Lingkaran SV, Sunway Velocity","V06-07-03A, Signature 2",Kuala Lumpur,55100,60392012893,https://www.mbgb.my,Lodging,Consumer Cyclical,
METRO HEALTHCARE BERHAD,03005,"No. 32, Jalan Pasar",,Klang,41400,,https://www.metro.com.my,Medical Care Facilities,Healthcare,
METROD HOLDINGS BERHAD,6149,Bukit Raja Prime Industrial Park,"No. 3, Lengkuk Keluli 2",Klang,41720,60333613422,https://www.metrod.com,Electrical Equipment & Parts,Industrials,752.0
METRONIC GLOBAL BERHAD,0043,"No.2, Jalan Astaka U8/83",Seksyen U8 Bukit Jelutong,Shah Alam,40150,60378472111,https://www.metronic-group.com,Information Technology Services,Technology,
MGB BERHAD,7595,"H-G, Sunway PJ@51A",Jalan SS9A/19 Seksyen 51A,Petaling Jaya,47300,60378745888,https://www.mgbgroup.com.my,Engineering & Construction,Industrials,512.0
MHC PLANTATIONS BHD,5026,Kompleks Pejabat Behrang 2020,Jalan Persekutuan 1 Darul Ridzuan,Tanjung Malim,35900,6054590001,https://www.mhc.com.my,Farm Products,Consumer Defensive,
MI TECHNOVATION BERHAD,5286,"No.20, Medan Bayan Lepas Technoplex","MK 12, Taman Perindustrian",Bayan Lepas,11900,6043738688,https://mi-technovation.com,Semiconductor Equipment & Materials,Technology,
MICROLINK SOLUTIONS BERHAD,0126,Ho Hup Tower-Aurora Place,"02-08-01 - Level 8 Plaza Bukit Jalil No 1, Persiaran Jalil 1, Bandar Bukit Ja",Kuala Lumpur,57000,60397791700,https://www.microlink.com.my,Information Technology Services,Technology,339.0
MIECO CHIPBOARD BERHAD,5001,Jalan Indah 2/6,"No. 1, Block C Taman Indah Batu 11",Cheras,43200,60390759991,https://www.mieco.com.my,Lumber & Wood Production,Basic Materials,638.0
MIKRO MSC BERHAD,0112,"No. 3, Jalan Anggerik Mokara 31/48",Seksyen 31 Kawasan Industri Kota Kemuning,Shah Alam,40460,60355253863,https://itmikro.com.my,Electrical Equipment & Parts,Industrials,
MILUX CORPORATION BERHAD,7935,"No. 31, Lorong Jala 14/KS10",Off Jalan Telok Gong,Pelabuhan Klang,42000,60331341254,https://www.milux.com.my,"Furnishings, Fixtures & Appliances",Consumer Cyclical,97.0
MINDA GLOBAL BERHAD,5166,University of Cyberjaya Campus,"Tower Block Level 8 Persiaran Bestari, Cyber 11",Cyberjaya,63000,60388005295,https://www.mindaglobal.com.my,Education & Training Services,Consumer Defensive,
MINETECH RESOURCES BERHAD,7219,"D-G-5, Block D","Parklane Commercial Hub No. 21, Jalan SS7/26 Kelana Jaya",Petaling Jaya,47301,60378867848,https://www.minetech.com.my,Building Materials,Basic Materials,105.0
MINHO (M) BERHAD,5576,Lot 6476,Lorong Sg. Puluh Batu 6 Off Jalan Kapar,Klang,42100,60332911300,https://www.minhomalaysia.com,Lumber & Wood Production,Basic Materials,
MISC BERHAD,3816,Menara Dayabumi,Level 25 Jalan Sultan Hishamuddin,Kuala Lumpur,50050,60322640888,https://www.misc.com.my,Marine Shipping,Industrials,2720.0
MITRAJAYA HOLDINGS BERHAD,9571,Pusat Perdagangan Puchong Prima,"No. 9, Block D Persiaran Prima Utama Taman Puchong Prima",Puchong,47150,60380609999,https://www.mitrajaya.com.my,Engineering & Construction,Industrials,480.0
MK LAND HOLDINGS BERHAD,8893,"No. 19, Jalan PJU 8/5H",Perdana Business Centre Bandar Damansara Perdana,Petaling Jaya,47820,60377268866,https://www.mkland.com.my,Real Estate—Development,Real Estate,
MKH BERHAD,6114,Wisma MKH,5th Floor Jalan Semenyih,Kajang,43000,60387378228,https://mkhberhad.com,Real Estate—Development,Real Estate,
MLABS SYSTEMS BERHAD,0085,Menara Lien Hoe,"Lot 4.1, 4th Floor No. 8, Persiaran Tropicana Tropicana Golf & Country Resort",Petaling Jaya,47410,60378872896,https://www.mlabs.com,Communication Equipment,Technology,
MMAG HOLDINGS BERHAD,0034,"No.3, Jalan TP2",Taman Perindustrian UEP Subang Jaya,Subang Jaya,47600,60378903535,https://www.mmag.com.my,Software—Application,Technology,
MMIS BERHAD,03027,"PT 14495, Persiaran Batu Gajah Perdana 4",Kawasan Perindustrian Batu Gajah Perdana,Batu Gajah,31000,6053621388,https://www.mmisb.com,Specialty Industrial Machinery,Industrials,
MMS VENTURES BERHAD,0113,"Plot 84A, Lintang Bayan Lepas 9",Bayan Lepas Industrial Park Phase 4,Bayan Lepas,11900,6046460888,https://www.mmsv.com.my,Semiconductor Equipment & Materials,Technology,
MN HOLDINGS BERHAD,0245,"F-07-01, Garden Shoppe One City",Jalan USJ 25/1B,Subang Jaya,47650,60351150008,https://www.mnholdings.com.my,Engineering & Construction,Industrials,
MNRB HOLDINGS BERHAD,6459,Bangunan Malaysian Re,"12th Floor No. 17, Lorong Dungun Damansara Heights",Kuala Lumpur,50490,60320968000,https://www.mnrb.com.my,Insurance—Reinsurance,Financial Services,1042.0
MOBILIA HOLDINGS BERHAD,0229,"Lot 2782, GRN 92507",Jalan Kempas 1 Mukim Jalan Bakri,Muar,84200,6069892075,https://mobiliainternational.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,
MPHB CAPITAL BERHAD,5237,Menara Multi-Purpose,"40th Floor Capital Square No. 8, Jalan Munshi Abdullah",Kuala Lumpur,50100,60326948333,https://www.mphbcap.com.my,Real Estate Services,Real Estate,
MQ TECHNOLOGY BERHAD,0070,Damansara Intan,"Unit 310, Block C No. 1, Jalan SS20/27",Petaling Jaya,47400,60377318701,https://www.mqtech.com.my,Tools & Accessories,Industrials,80.0
MR D.I.Y. GROUP (M) BERHAD,5296,"Lot 1907, Jalan KPB 11",Kawasan Perindustrian Balakong,Seri Kembangan,43300,60389611338,https://www.mrdiy.com,Home Improvement Retail,Consumer Cyclical,16500.0
MSM MALAYSIA HOLDINGS BERHAD,5202,Menara FELDA,"Level 44, Platinum Park No. 11, Persiaran KLCC",Kuala Lumpur,50088,60321815018,https://www.msmsugar.com,Confectioners,Consumer Defensive,1049.0
MTAG GROUP BERHAD,0213,"PLO 226, Jalan Kencana Mas",Kawasan Perindustrian Tebrau III,Johor Bahru,81100,6073513333,https://mtaggroup.com,Specialty Business Services,Industrials,
MTOUCHE TECHNOLOGY BERHAD,0092,Menara Lien Hoe,"Lot 11.3, 11th Floor No. 8, Persiaran Tropicana Tropicana Golf & Country Resort",Petaling Jaya,47410,60378860100,https://www.mtouche.com,Telecom Services,Communication Services,
MUAR BAN LEE GROUP BERHAD,5152,"JR52, Lot 1818, Jalan Raja",Kawasan Perindustrian Bukit Pasir,Muar,84300,6069859998,https://www.mbl.com,Specialty Industrial Machinery,Industrials,
MUDA HOLDINGS BERHAD,3883,Jalan 51A/241,Lot 7,Petaling Jaya,46100,60378759549,https://muda.com.my,Paper & Paper Products,Basic Materials,
MUDAJAYA GROUP BERHAD,5085,"PH1, Menara Mudajaya","No. 12A, Jalan PJU 7/3 Mutiara Damansara",Petaling Jaya,47810,60378067899,https://www.mudajaya.com/home/,Engineering & Construction,Industrials,
MUHIBBAH ENGINEERING (M) BHD,5703,Jalan Batu Tiga Lama,Lot 579 and 586 2nd Mile Darul Ehsan,Klang,41300,60333424323,https://www.muhibbah.com,Engineering & Construction,Industrials,
MUI PROPERTIES BERHAD,3913,"189, Jalan Ampang",,Kuala Lumpur,50450,60321451366,https://www.muiproperties.com.my,Real Estate—Development,Real Estate,
MULPHA INTERNATIONAL BERHAD,3905,"PH1, Menara Mudajaya","No. 12A, Jalan PJU 7/3 Mutiara Damansara",Petaling Jaya,47810,60377186288,https://www.mulpha.com.my,Conglomerates,Industrials,
MULTI-USAGE HOLDINGS BERHAD,9539,"12A.03, Menara Boustead Penang","39, Jalan Sultan Ahmad Shah",Penang,10050,6042272858,https://www.muh.com.my,Real Estate—Development,Real Estate,
MY E.G. SERVICES BERHAD,0138,"MYEG Tower, Empire City","Level 43A No. 8, Jalan Damansara PJU 8",Petaling Jaya,47820,60376648000,https://www.myeg.com.my,Information Technology Services,Technology,2184.0
MYCRON STEEL BERHAD,5087,Jalan Sungai Rasau,Lot 717 Seksyen 16,Shah Alam,40200,60355106608,https://www.mycronsteel.com,Steel,Basic Materials,
MYETF DOW JONES ISLAMIC MARKET MALAYSIA TITANS 25,0821EA,,,,,,,,,
MYETF DOW JONES U.S. TITANS 50,0827EA,,,,,,,,,
MYETF MSCI MALAYSIA ISLAMIC DIVIDEND,0824EA,,,,,,,,,
MYETF MSCI SEA ISLAMIC DIVIDEND,0825EA,,,,,,,,,
MYNEWS HOLDINGS BERHAD,5275,"Lot No. 3, Jalan Teknologi 3/1","Taman Sains Selangor 1 Seksyen 3, PJU 5 Kota Damansara",Petaling Jaya,47810,60361586000,https://mynews.com.my,Specialty Retail,Consumer Cyclical,2729.0
MYTECH GROUP BERHAD,7692,"K-09-01, Block K","No.2, Jalan Solaris Solaris Mont’ Kiara",Kuala Lumpur,50480,60362099000,https://www.mytechgroup.com.my,Tools & Accessories,Industrials,
N2N CONNECT BERHAD,0108,Wisma N2N,"Level 9, Tower 2 Avenue 3, Bangsar South No. 8, Jalan Kerinchi",Kuala Lumpur,59200,60322411818,https://www.n2nconnect.com,Software—Application,Technology,200.0
NAIM HOLDINGS BERHAD,5073,Wisma Naim,"9th Floor 2½ Mile, Rock Road",Kuching,93200,6082411667,https://www.naim.com.my,Engineering & Construction,Industrials,
NATIONGATE HOLDINGS BERHAD,0270,"2005, Tingkat Perusahaan Satu",Kawasan Perusahaan Perai,Perai,13600,6043989001,https://www.nationgate.com.my,Electronic Components,Technology,2248.0
NCT ALLIANCE BERHAD,0056,Menara NCT,"No. 2, Jalan BP 4/9 Bandar Bukit Puchong",Puchong,47100,60380643333,https://www.nctalliance.com,Information Technology Services,Technology,90.0
NEGRI SEMBILAN OIL PALMS BERHAD,2038,Plaza Sentral,"Suite 2B-3A-2, Block 2B, Level 3A Jalan Stesen Sentral 5 Kuala Lumpur Sentral",Kuala Lumpur,50470,60322614633,https://www.nsop.com.my,Farm Products,Consumer Defensive,
NESTCON BERHAD,0235,"No. 2-10, Jalan Kenari 13B",Bandar Puchong Jaya,Puchong,47180,60380807792,https://www.nestcon.my,Engineering & Construction,Industrials,703.0
NESTLE (MALAYSIA) BERHAD,4707,1 Powerhouse,"Level 22 No.1, Persiaran Bandar Utama Bandar Utama",Petaling Jaya,47800,60379656000,https://www.nestle.com.my,Packaged Foods,Consumer Defensive,4906.0
NETX HOLDINGS BERHAD,0020,"Lot 13.2, Menara Lien Hoe","13th Floor No. 8, Persiaran Tropicana Tropicana Golf & Country Resort",Petaling Jaya,47410,60378878818,https://www.netx.com.my,Information Technology Services,Technology,
NEW HOONG FATT HOLDINGS BERHAD,7060,Lot 5043,Jalan Teratai Meru,Klang,41050,60333926818,https://newhoongfatt.com.my,Auto Parts,Consumer Cyclical,939.0
NEXGRAM HOLDINGS BERHAD,0096,"11-01, MENARA MBMR 1",LEVEL 11 JALAN SYED PUTRA,Kuala Lumpur,58000,60322763199,https://nexgram.co,Software—Application,Technology,
NEXTGREEN GLOBAL BERHAD,7241,"Lot 6-02, Menara LGB","No.1, Jalan Wan Kadir Taman Tun Dr. Ismail",Kuala Lumpur,60000,60377252088,https://www.nextgreenglobal.com,Specialty Business Services,Industrials,
NI HSIN GROUP BERHAD,7215,"No.45, Jalan Taming Dua",Taman Taming Jaya,Seri Kembangan,43300,60389616815,https://www.ni-hsin.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,
NICHE CAPITAL EMAS HOLDINGS BERHAD,7139,"L11-03, KYM Tower","8, Jalan PJU 7/6, Mutiara Damansara",Petaling Jaya,47800,60377332599,https://www.nichecapital.com.my,Luxury Goods,Consumer Cyclical,
NOTION VTEC BERHAD,0083,Lot 6123,Jalan Haji Salleh Batu 5 1/2 Jalan Meru,Klang,41050,60333615615,https://www.notionvtec.com,Electronic Components,Technology,2441.0
NOVA MSC BERHAD,0026,"A-18-3, Tower A","Level 18 Northpoint, Mid Valley City No. 1, Medan Syed Putra Utara",Kuala Lumpur,59200,60322836628,https://www.nova-hub.com,Software—Application,Technology,
NOVA PHARMA SOLUTIONS BERHAD,03006,Sky Park One City,"Suite C-5-1 & 2 Level 5, Block C Jalan USJ 25/1",Subang Jaya,47650,60350222758,https://novapharmasolutions.com,Engineering & Construction,Industrials,
NOVA WELLNESS GROUP BERHAD,0201,"Lot 708, Nova Avenue",4th mile Sepang Selangor Darul Ehsan,Sungai Pelek,43950,60331421676,https://nova.my,Packaged Foods,Consumer Defensive,
NOVELPLUS TECHNOLOGY BERHAD,03045,Megan Avenue II,"B-13-6, Block B 13th Floor, Unit 6 No. 12, Jalan Yap Kwan Seng",Kuala Lumpur,50450,,https://www.novelplus.co,Software—Application,Technology,
NPC RESOURCES BERHAD,5047,"T3, Taman Tshun Ngen","Lot 9, Mile 5 Jalan Labuk North Road",Sandakan,90000,6089274488,https://www.npc.com.my,Farm Products,Consumer Defensive,
NTPM HOLDINGS BERHAD,5066,"No. 886, Jalan Bandar Baru",Sungai Kecil Seberang Perai Selatan,Nibong Tebal,14300,6045931296,https://www.ntpm.com.my,Household & Personal Products,Consumer Defensive,3640.0
NWP HOLDINGS BERHAD,5025,"No. 5-7, Menara MBMR","Level 5 No. 1, Jalan Syed Putra",Kuala Lumpur,58000,60322763213,https://nwp.com.my,Lumber & Wood Production,Basic Materials,
NYLEX (MALAYSIA) BERHAD,4944,Lot 16,Persiaran Selangor Section 15,Shah Alam,40200,60355191706,https://www.nylex.com,Specialty Chemicals,Basic Materials,
OCB BERHAD,5533,"2B-5, Jalan SS 6/6",Level 5 Kelana Jaya,Petaling Jaya,47301,60378807539,https://www.ocbb.com.my,Packaged Foods,Consumer Defensive,
OCEAN VANTAGE HOLDINGS BERHAD,0220,Lot 6073 & 6074,"1st & 2nd Floor, Block 11 Kuala Baram Land District Jalan Tudan, Bandar Baru Permyjaya",Miri,98000,6085491780,https://ovbhd.com,Oil & Gas Equipment & Services,Energy,
OCEANCASH PACIFIC BERHAD,0049,"Lot 73, Jalan P10/21",Taman Industri Selaman,Bandar Baru Bangi,43650,60389250000,https://oceancash.com,Household & Personal Products,Consumer Defensive,
OCK GROUP BERHAD,0172,"No. 18, Jalan Jurunilai U1/20",Seksyen U1 Hicom Glenmarie Industrial Park,Shah Alam,40150,60355659688,https://www.ock.com.my,Telecom Services,Communication Services,
OCR GROUP BERHAD,7071,"A-3A-01, Block Allamanda",10 Boulevard Lebuhraya Sprint PJU 6A,Petaling Jaya,47400,60377101000,https://www.ocrbhd.com,Real Estate—Development,Real Estate,
OKA CORPORATION BHD,7140,"6, Lebuhraya Chateau",Off Persiaran Kampar,Ipoh,30250,6052542741,https://www.oka.com.my,Building Materials,Basic Materials,
OLYMPIA INDUSTRIES BERHAD,3018,Menara Olympia,"Level 24 No. 8, Jalan Raja Chulan",Kuala Lumpur,50200,60320700033,https://www.oib.com.my,Gambling,Consumer Cyclical,50.0
OM HOLDINGS LIMITED,5298,"No. 09-03A, Singapore Post Centre",10 Eunos Road 8,Singapore,408600,6563465515,https://www.omholdingsltd.com,Other Industrial Metals & Mining,Basic Materials,
OMESTI BERHAD,9008,Ho Hup Tower – Aurora Place,"2-09-01 - Level 9 Plaza Bukit Jalil No. 1 Persiaran Jalil 1, Bandar Bukit Jalil",Kuala Lumpur,57000,60397791700,https://www.omesti.com,Specialty Business Services,Industrials,
ONE GLOVE GROUP BERHAD,5079,"Lot 73-86, Jalan Logam 5",Perindustrian Kamunting 3 Kamunting Raya Indutrial Estate,Kamunting,34600,6058913333,https://www.oneglovegroup.com,Medical Instruments & Supplies,Healthcare,383.0
ONETECH SOLUTIONS HOLDINGS BERHAD,03041,"A-3-5, Blok A","Pusat Perdagangan Icon City No. 1B, Jalan SS 8/39, SS8",Petaling Jaya,47300,60378779303,https://www.onetechholdings.com,Information Technology Services,Technology,
ONLY WORLD GROUP HOLDINGS BERHAD,5260,"No. 10, Jalan Pelukis U1/46",Seksyen U1 Temasya Industrial Park Glenmarie,Shah Alam,40150,60355668000,https://www.owg.com.my,Leisure,Consumer Cyclical,
OPCOM HOLDINGS BERHAD,0035,"11, Jalan Utas 15/7",,Shah Alam,40200,60355195599,https://www.opcom.com.my,Communication Equipment,Technology,
OPENSYS (M) BERHAD,0040,"Tower A, Pinnacle PJ",Level 26 Jalan Utara C,Petaling Jaya,46200,60379327888,https://www.myopensys.com,Software—Infrastructure,Technology,256.0
